record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria,observaciones_sobre_la_act
3082,26/04/2024,26/04/2024,26/04/2024,Taller alimentación saludable adultos,10,4,9,17,5,12,0.7,2,"Suárez Toboso, Victoria",0,0,,1,2,2,1,Granada,1,0,5,
3083,18/05/2024,18/05/2024,18/05/2024,Taller movilidad articular,3,1,2,8,3,5,3.9,4,"Muñoz Parra, Macarena",0,10,,1,5,,1,Granada,1,8,1,
3084,27/11/2025,27/11/2025,27/11/2025,Rehabilitación cardiaca grupal,9,16,5,13,4,9,3.6,3,"Fernández Ramos, Marcos",0,1,,1,2,6,2,Granada,0,7,13,
3085,27/08/2025,27/08/2025,27/08/2025,Charla higiene dental infantil,0,23,21,7,3,4,0.8,3,"Escribano Crespo, Blanca",1,,4,1,7,,2,Municipio Metro,0,3,0,
3086,08/10/2024,08/10/2024,08/10/2024,Ed. grupal rehab. respiratoria,13,16,3,17,5,12,2.3,2,"Moreno Roldán, Gemma",1,,11,1,2,,2,Municipio Metro,0,3,3,
3087,21/09/2024,21/09/2024,21/09/2024,Sesión AVISTA,3,4,1,15,7,8,0.9,1,"Herrera Álvarez, Lucía",1,,7,1,13,,0,Municipio Metro,0,5,14,
3088,06/06/2025,06/06/2025,06/06/2025,Sesión menopausia,8,16,3,11,3,8,3.8,2,"Pascual Sánchez, Alicia",1,,8,1,2,,2,Municipio Metro,0,5,11,
3089,26/01/2024,26/01/2024,26/01/2024,Mapeo de activos comunitarios,22,27,8,22,9,13,3.7,1,"Cantero Blanco, Marcos",1,,16,1,6,,1,Municipio Metro,0,8,0,
3090,08/04/2025,08/04/2025,08/04/2025,Intervención comunitaria barrio desfavorecido,22,1,25,16,6,10,1.7,2,"Santos Domínguez, Sandra",1,,3,1,9,,2,Municipio Metro,0,8,14,
3091,25/08/2024,25/08/2024,25/08/2024,Taller cuidadoras personas dependientes,10,4,3,8,2,6,2.2,3,"Quevedo Fernández, Alicia",0,4,,1,2,4,1,Granada,0,0,5,
3092,08/08/2024,08/08/2024,08/08/2024,Escuela Pacientes - diabetes,9,15,16,13,3,10,3.1,3,"Guerrero Sánchez, Josefa",0,5,,1,2,,2,Granada,1,3,15,
3093,25/09/2025,25/09/2025,25/09/2025,Sesión coordinación PSIA,3,21,12,15,6,9,4.0,1,"Méndez Domínguez, Miguel",0,9,,1,9,,0,Granada,0,6,3,
3094,15/09/2024,15/09/2024,15/09/2024,Sesión IG EPOC,6,16,9,7,2,5,1.6,4,"Baena Montoya, Amelia",0,0,,1,2,6,2,Granada,0,7,3,
3095,09/03/2025,09/03/2025,09/03/2025,Sesión IAHS,19,4,25,28,9,19,2.7,4,"Tejada Lara, Verónica",1,,20,1,6,,2,Municipio Metro,1,4,3,
3096,15/06/2024,15/06/2024,15/06/2024,Sesión GRAFA,13,25,17,10,2,8,2.5,2,"Salas Navarrete, Yolanda",1,,11,1,2,,0,Municipio Metro,0,3,13,
3097,28/10/2024,28/10/2024,28/10/2024,Taller parentalidad positiva,23,15,8,15,7,8,1.5,2,"Espejo Barrios, Maite",1,,7,1,7,,1,Municipio Metro,0,0,8,
3098,18/06/2024,18/06/2024,18/06/2024,Sesión coordinación servicios sociales,22,5,24,5,2,3,1.8,3,"Guerrero Quevedo, Claudia",0,3,,1,13,,2,Granada,0,6,15,
3099,04/05/2024,04/05/2024,04/05/2024,Taller lactancia materna,8,3,2,7,2,5,2.6,3,"Urbano Úbeda, Ana",0,0,,1,2,,2,Granada,0,6,8,
3100,26/04/2025,26/04/2025,26/04/2025,Jornada participación ciudadana,20,21,18,26,5,21,3.5,2,"Salas Luque, Victoria",0,9,,1,9,,1,Granada,1,6,14,
3101,17/03/2024,17/03/2024,17/03/2024,Mesa salud mental comunitaria,3,14,21,24,14,10,1.2,1,"González Cabello, Mercedes",1,,13,1,6,,0,Municipio Metro,0,1,14,
3102,25/09/2025,25/09/2025,25/09/2025,Charla recursos sociales y salud,22,28,14,7,2,5,3.1,1,"Gutiérrez Millán, Concepción",1,,2,1,13,,1,Municipio Metro,0,6,14,
3103,05/02/2025,05/02/2025,05/02/2025,Sesión dolor crónico fisioterapia,22,8,5,5,2,3,3.7,4,"Navarrete Reyes, Rebeca",1,,8,1,5,,0,Municipio Metro,0,3,2,
3104,17/04/2025,17/04/2025,17/04/2025,Taller salud laboral,22,24,8,27,14,13,1.1,1,"Iglesias Salas, Clemente",1,,11,1,6,,0,Municipio Metro,0,9,15,
3105,08/03/2025,08/03/2025,08/03/2025,Taller hipertensión,22,17,17,9,2,7,3.3,4,"Espinosa Juárez, Lourdes",0,0,,1,2,3,0,Granada,0,7,8,
3106,25/03/2025,25/03/2025,25/03/2025,Charla prevención cardiovascular,20,17,14,27,13,14,4.0,1,"Arias Carrillo, Ignacio",0,3,,1,6,,2,Granada,0,0,14,
3107,05/07/2025,05/07/2025,05/07/2025,Charla diabetes preventiva,20,5,6,13,5,8,2.0,4,"Iglesias Reyes, Víctor",1,,12,1,6,,0,Municipio Metro,0,2,15,
3108,26/01/2024,26/01/2024,26/01/2024,Sesión coordinación PSIA,18,2,12,9,3,6,0.9,2,"Salas Laguna, Sonia",0,4,,1,9,,0,Granada,0,2,0,
3109,16/09/2025,16/09/2025,16/09/2025,Charla actividad física y salud,23,4,19,28,11,17,3.0,4,"Duarte Infante, Macarena",1,,20,1,6,,0,Municipio Metro,0,4,1,
3110,01/06/2024,01/06/2024,01/06/2024,Taller hipertensión,10,10,5,17,7,10,1.6,4,"Pardo Gómez, Susana",0,2,,1,2,6,1,Granada,0,6,13,
3111,12/06/2024,12/06/2024,12/06/2024,Sesión AVISTA,22,4,18,6,1,5,1.2,2,"Gutiérrez Espinosa, Cristina",0,14,,1,13,,0,Granada,0,6,2,
3112,13/03/2025,13/03/2025,13/03/2025,Taller parentalidad positiva,23,15,21,9,4,5,1.6,3,"Duarte Ríos, Sofía",1,,9,0,7,,0,Municipio Metro,1,9,4,
3113,09/02/2025,09/02/2025,09/02/2025,Ponencia jornada distrital,0,23,11,6,2,4,3.0,3,"Moreno González, Rosa",1,,4,1,10,,1,Municipio Metro,0,7,7,
3114,04/11/2025,04/11/2025,04/11/2025,Taller parentalidad positiva,0,20,14,23,8,15,2.1,4,"Pedrosa Herrera, Gloria",0,1,,0,7,,2,Granada,0,6,9,
3115,07/05/2024,07/05/2024,07/05/2024,Ponencia salud mental,19,27,21,12,7,5,1.6,2,"Contreras Ruiz, Julio",0,5,,0,6,,2,Granada,1,0,5,
3116,09/12/2024,09/12/2024,09/12/2024,Intervención media,3,4,6,6,2,4,3.3,3,"León Crespo, Ignacio",1,,3,1,15,,0,Municipio Metro,0,6,10,
3117,23/02/2025,23/02/2025,23/02/2025,Sesión IAHS,4,24,6,29,17,12,2.6,2,"López Giménez, Adriana",1,,19,1,6,,1,Municipio Metro,0,7,4,
3118,24/02/2024,24/02/2024,24/02/2024,Taller bienestar emocional adultos,14,10,14,14,7,7,0.5,1,"Duarte Barrios, Antonia",1,,3,1,6,,1,Municipio Metro,0,9,9,
3119,02/03/2025,02/03/2025,02/03/2025,Charla prevención caídas mayores,4,5,22,17,7,10,3.1,1,"Urbano Baena, César",1,,0,0,6,,1,Municipio Metro,0,0,15,
3120,22/04/2024,22/04/2024,22/04/2024,Ed. grupal rehab. respiratoria,13,4,3,12,3,9,3.6,4,"Salas Navarrete, Yolanda",1,,13,1,2,,0,Municipio Metro,0,1,4,
3121,26/09/2025,26/09/2025,26/09/2025,Taller actividad física mayores,22,1,2,6,1,5,2.4,4,"Olmedo Vargas, Fernando",1,,1,1,5,,1,Municipio Metro,0,9,14,
3122,02/09/2025,02/09/2025,02/09/2025,Educación maternal,8,13,16,7,1,6,0.5,1,"Cruz Moreno, Olga",1,,15,1,2,1,2,Municipio Metro,0,9,9,
3123,10/09/2025,10/09/2025,10/09/2025,Sesión IG EPOC,11,17,2,17,4,13,3.8,1,"Toboso Giménez, Paloma",1,,4,1,2,,2,Municipio Metro,0,3,7,
3124,18/09/2024,18/09/2024,18/09/2024,Charla prevención caídas,3,1,5,11,2,9,0.7,3,"Heredia Luque, Eduardo",1,,9,1,5,,1,Municipio Metro,0,5,2,
3125,21/11/2025,21/11/2025,21/11/2025,Sesión PIOBIN enfermería,13,7,10,11,5,6,0.8,3,"Laguna Contreras, Remedios",1,,2,1,2,1,1,Municipio Metro,0,6,3,
3126,09/03/2025,09/03/2025,09/03/2025,Escuela Pacientes - EPOC,13,13,5,14,6,8,1.7,4,"Trujillo Campos, Eva",1,,6,1,2,3,0,Municipio Metro,0,7,10,
3127,04/09/2024,04/09/2024,04/09/2024,Sesión menopausia,5,4,16,14,7,7,3.5,1,"Soler Santos, Encarnación",0,3,,1,2,,0,Granada,1,8,6,
3128,19/02/2024,19/02/2024,19/02/2024,Taller hipertensión,5,1,10,16,7,9,2.8,1,"Giménez Trujillo, Leire",1,,6,1,2,5,0,Municipio Metro,1,2,14,
3129,11/07/2024,11/07/2024,11/07/2024,Taller alimentación saludable adultos,23,12,10,13,3,10,4.0,3,"Olmedo Bravo, Amparo",0,1,,0,2,4,0,Granada,0,2,15,
3130,14/05/2025,14/05/2025,14/05/2025,Escuela Pacientes - EPOC,7,4,17,17,4,13,3.2,3,"Sánchez Hinojosa, Fátima",1,,17,0,2,,1,Municipio Metro,0,5,10,
3131,04/06/2024,04/06/2024,04/06/2024,Sesión menopausia,23,1,17,6,1,5,1.7,4,"Jurado Trujillo, Andrea",1,,6,0,2,5,1,Municipio Metro,1,2,4,
3132,18/09/2025,18/09/2025,18/09/2025,PSIA sesión grupal,17,21,6,12,6,6,2.7,3,"Chacón Navajas, Alejandro",0,4,,1,6,,2,Granada,0,4,11,
3133,26/02/2024,26/02/2024,26/02/2024,Charla prevención cardiovascular,0,6,16,27,11,16,3.5,1,"Gallego Mateo, Carmen",0,8,,1,6,,2,Granada,0,8,9,
3134,18/08/2025,18/08/2025,18/08/2025,Intervención familias vulnerables,22,14,24,8,3,5,1.9,1,"Juárez Iglesias, Gloria",1,,0,0,13,,2,Municipio Metro,0,1,0,
3135,26/06/2024,26/06/2024,26/06/2024,Taller alimentación infantil,0,20,14,16,4,12,3.6,3,"Ortega Pedrosa, Alejandro",1,,1,0,7,,1,Municipio Metro,0,7,14,
3136,12/02/2024,12/02/2024,12/02/2024,Taller GRUSE cuidadoras,23,3,9,8,3,5,3.0,2,"Heredia Moreno, Dolores",1,,11,1,2,,0,Municipio Metro,0,3,4,
3137,12/11/2025,12/11/2025,12/11/2025,Charla alcohol,20,4,22,25,9,16,2.9,3,"Escribano Núñez, Jorge",1,,8,0,6,,0,Municipio Metro,1,1,2,
3138,27/12/2025,27/12/2025,27/12/2025,Sesión vacunas infantiles,20,23,22,12,3,9,3.1,1,"Navarro Iglesias, Lidia",0,4,,1,7,,0,Granada,0,1,12,
3139,16/01/2024,16/01/2024,16/01/2024,Taller incontinencia urinaria,11,8,5,16,5,11,0.6,3,"Calvo Flores, Ana",1,,18,1,2,,1,Municipio Metro,1,4,1,
3140,22/08/2024,22/08/2024,22/08/2024,Sesión PSIA comunitario,3,21,18,9,4,5,2.1,3,"Infante Marín, Noelia",0,14,,1,9,,1,Granada,0,0,2,
3141,09/06/2024,09/06/2024,09/06/2024,Taller lactancia materna,22,3,10,12,4,8,2.1,3,"Giménez Duarte, Diego",1,,13,1,2,4,0,Municipio Metro,0,2,1,
3142,04/12/2025,04/12/2025,04/12/2025,Taller GRUSE,6,16,5,12,4,8,2.6,4,"Campos Olmedo, Miriam",0,14,,0,2,,2,Granada,0,0,5,
3143,23/04/2025,23/04/2025,23/04/2025,Sesión PSIA comunitario,20,4,4,18,6,12,1.3,3,"Herrera Carmona, Mónica",0,12,,1,9,,2,Granada,0,2,7,
3144,25/05/2024,25/05/2024,25/05/2024,Taller alimentación saludable adultos,8,13,10,11,3,8,1.6,4,"Cruz Álvarez, Esther",1,,18,1,2,,1,Municipio Metro,0,9,5,
3145,08/03/2024,08/03/2024,08/03/2024,Taller dolor crónico,23,13,5,6,2,4,2.7,3,"Herrera Marín, Concepción",1,,12,1,2,3,1,Municipio Metro,1,5,13,
3146,06/05/2025,06/05/2025,06/05/2025,Sesión IG EPOC,5,13,3,7,1,6,2.7,1,"Rubio Sánchez, Leire",1,,3,1,2,3,0,Municipio Metro,1,7,8,
3147,14/04/2025,14/04/2025,14/04/2025,Taller hipertensión,6,25,9,7,3,4,1.0,4,"Vera Bravo, Consuelo",0,4,,1,2,2,1,Granada,0,0,14,
3148,13/01/2025,13/01/2025,13/01/2025,Taller manejo situaciones crisis,17,5,24,13,5,8,3.4,4,"Cantero Gallego, Raúl",1,,11,1,13,,1,Municipio Metro,0,9,7,
3149,16/04/2025,16/04/2025,16/04/2025,Charla lactancia materna,11,23,22,10,5,5,2.2,3,"Pedrosa Domínguez, Rocío",0,11,,1,7,,0,Granada,1,8,4,
3150,04/02/2025,04/02/2025,04/02/2025,Ed. grupal rehab. respiratoria,6,7,3,11,3,8,2.6,3,"Lara Salas, Aurelio",1,,17,1,2,,0,Municipio Metro,0,8,3,
3151,12/06/2024,12/06/2024,12/06/2024,Taller dolor crónico,22,16,2,17,5,12,2.2,2,"Mateo Laguna, Rocío",1,,9,0,2,5,1,Municipio Metro,0,4,14,
3152,13/03/2024,13/03/2024,13/03/2024,Escuela Pacientes - diabetes,7,8,3,16,4,12,3.2,4,"Salinas Rubio, Mercedes",1,,20,1,2,,1,Municipio Metro,0,8,0,
3153,16/12/2025,16/12/2025,16/12/2025,Charla alimentación saludable,4,27,16,8,4,4,2.5,2,"Millán Baena, Raquel",1,,15,0,6,,0,Municipio Metro,0,0,12,
3154,25/12/2024,25/12/2024,25/12/2024,Sesión menopausia,9,15,3,11,3,8,3.8,2,"Pardo Gómez, Susana",0,12,,1,2,,0,Granada,1,0,9,
3155,18/12/2024,18/12/2024,18/12/2024,Mapeo activos comunitarios,20,2,12,17,5,12,1.8,3,"Cañas Prieto, Ignacio",0,8,,1,9,,1,Granada,0,0,12,
3156,13/09/2025,13/09/2025,13/09/2025,Taller alimentación infantil,0,21,14,7,3,4,1.0,3,"Cantero Heredia, Sofía",0,8,,0,7,,1,Granada,0,0,5,
3157,04/04/2024,04/04/2024,04/04/2024,Educación maternal,23,4,2,7,2,5,2.8,2,"Vera Chacón, Esther",1,,1,1,2,1,1,Municipio Metro,0,9,3,
3158,16/11/2025,16/11/2025,16/11/2025,Charla vacunas adultos,14,24,16,23,7,16,3.3,1,"Blanco Vergara, Araceli",1,,17,0,6,,1,Municipio Metro,0,4,9,
3159,23/03/2025,23/03/2025,23/03/2025,Taller dolor crónico,11,12,17,7,1,6,2.1,3,"Maldonado Chacón, Ignacio",0,10,,0,2,,1,Granada,0,6,2,
3160,01/02/2025,01/02/2025,01/02/2025,Charla alimentación saludable,3,21,25,16,7,9,3.5,4,"Reyes Castillo, Lidia",0,0,,0,6,,2,Granada,0,1,9,
3161,21/12/2025,21/12/2025,21/12/2025,Charla prevención caídas,22,8,2,10,4,6,2.6,2,"Fernández Ibáñez, Vanessa",1,,17,1,5,,2,Municipio Metro,0,9,9,
3162,27/01/2025,27/01/2025,27/01/2025,Taller hipertensión,22,16,17,16,4,12,1.6,3,"Heredia Parra, Raquel",0,4,,1,2,5,0,Granada,0,0,12,
3163,09/05/2025,09/05/2025,09/05/2025,Sesión menopausia,11,12,5,12,2,10,3.8,4,"Jiménez Jurado, Beatriz",0,14,,1,2,1,2,Granada,0,2,2,
3164,14/12/2024,14/12/2024,14/12/2024,Taller dolor crónico,23,16,17,13,3,10,3.2,4,"Osuna Martínez, Sergio",0,12,,1,2,1,0,Granada,0,9,14,
3165,17/01/2025,17/01/2025,17/01/2025,Taller movilidad articular,23,1,2,7,1,6,2.2,1,"Heredia Escribano, Antonio",0,14,,1,5,,2,Granada,0,9,14,
3166,27/09/2025,27/09/2025,27/09/2025,Taller cesación tabáquica,6,8,2,10,4,6,3.3,3,"Úbeda Iglesias, Pilar",1,,10,0,2,1,1,Municipio Metro,0,2,13,
3167,16/02/2025,16/02/2025,16/02/2025,Ed. grupal EPOC/asma,11,15,5,14,3,11,1.3,2,"Soler Santos, Encarnación",1,,16,1,2,,2,Municipio Metro,0,8,5,
3168,07/10/2024,07/10/2024,07/10/2024,Escuela Pacientes - EPOC,10,25,2,17,8,9,2.2,4,"Juárez Núñez, Fernando",1,,4,0,2,4,1,Municipio Metro,0,7,0,
3169,06/03/2024,06/03/2024,06/03/2024,Taller bienestar emocional adultos,3,10,21,25,9,16,1.4,3,"Suárez Luque, Araceli",0,10,,0,6,,0,Granada,0,1,11,
3170,01/02/2024,01/02/2024,01/02/2024,Taller cuidadoras personas dependientes,13,12,16,17,5,12,3.7,1,"Barrios Fuentes, Elena",1,,11,1,2,3,1,Municipio Metro,0,5,5,
3171,05/05/2024,05/05/2024,05/05/2024,Sesión coordinación servicios sociales,22,4,24,12,2,10,1.7,4,"Rubio Palomino, Esther",1,,0,1,13,,2,Municipio Metro,1,8,0,
3172,05/07/2024,05/07/2024,05/07/2024,Taller hipertensión,11,4,5,11,2,9,0.7,4,"Gallego Moya, Eva",1,,17,1,2,6,0,Municipio Metro,0,8,3,
3173,20/04/2025,20/04/2025,20/04/2025,Ed. grupal rehab. respiratoria,8,25,17,11,5,6,0.6,4,"Escribano Carmona, Eva",0,6,,1,2,,2,Granada,0,1,13,
3174,14/10/2025,14/10/2025,14/10/2025,Taller GRUSE,22,25,17,10,3,7,1.1,2,"Mateo Baena, Lucía",0,3,,0,2,,0,Granada,1,3,0,
3175,23/11/2025,23/11/2025,23/11/2025,Educación maternal,11,8,17,13,5,8,2.4,3,"Olmedo Bravo, Amparo",1,,7,1,2,1,2,Municipio Metro,1,7,9,
3176,24/01/2024,24/01/2024,24/01/2024,Taller actividad física mayores,23,10,5,6,1,5,2.8,4,"Rubio Aguilar, Rocío",1,,9,0,5,,2,Municipio Metro,0,1,7,
3177,08/06/2024,08/06/2024,08/06/2024,Charla prevención cardiovascular,3,1,16,11,4,7,3.5,4,"Fernández Cantero, Miriam",1,,0,0,6,,0,Municipio Metro,0,8,0,
3178,22/01/2025,22/01/2025,22/01/2025,Taller movilidad articular,22,8,5,9,2,7,2.7,2,"Navarrete Úbeda, Irene",1,,10,1,5,,2,Municipio Metro,1,7,5,
3179,20/08/2025,20/08/2025,20/08/2025,Taller PRIA violencia género,17,5,14,15,7,8,2.5,1,"Cantero Gallego, Raúl",0,12,,0,13,,2,Granada,0,6,11,
3180,16/02/2025,16/02/2025,16/02/2025,Taller manejo situaciones crisis,22,4,1,10,2,8,3.0,2,"Toboso Linares, Josefa",0,2,,0,13,,2,Granada,0,9,5,
3181,09/09/2024,09/09/2024,09/09/2024,Taller salud comunitaria,3,4,12,18,3,15,3.7,3,"Palomino Quintero, Adriana",0,11,,1,9,,1,Granada,0,4,12,
3182,18/03/2024,18/03/2024,18/03/2024,Escuela Pacientes - EPOC,13,13,3,16,4,12,0.9,2,"Pardo Gómez, Susana",0,12,,1,2,1,2,Granada,1,5,2,
3183,06/05/2025,06/05/2025,06/05/2025,Ed. grupal diabetes tipo 2,10,15,2,6,1,5,3.8,1,"Trujillo Espejo, María",0,6,,1,2,1,1,Granada,0,2,8,
3184,02/05/2024,02/05/2024,02/05/2024,Intervención familias vulnerables,17,20,20,5,2,3,1.8,3,"Montoya Salinas, Eva",1,,14,0,13,,2,Municipio Metro,0,7,5,
3185,23/09/2024,23/09/2024,23/09/2024,Taller cesación tabáquica,6,3,10,12,2,10,3.7,1,"Rubio Espejo, Esther",1,,19,1,2,,0,Municipio Metro,0,1,12,
3186,03/04/2025,03/04/2025,03/04/2025,Taller hipertensión,7,10,9,6,3,3,1.5,1,"Jurado Ruiz, Paloma",1,,15,1,2,,0,Municipio Metro,0,2,0,
3187,08/11/2025,08/11/2025,08/11/2025,Mapeo de activos comunitarios,3,27,8,26,13,13,0.7,3,"Molina Toboso, Josefa",0,12,,1,6,,2,Granada,0,3,1,
3188,27/04/2025,27/04/2025,27/04/2025,Escuela Pacientes - diabetes,8,12,9,12,4,8,3.4,4,"Romero Gutiérrez, Beatriz",1,,4,1,2,,0,Municipio Metro,0,6,0,
3189,19/12/2025,19/12/2025,19/12/2025,Taller lactancia materna,13,4,17,13,5,8,3.0,4,"Montilla Pardo, Álvaro",1,,14,1,2,,1,Municipio Metro,0,9,2,
3190,11/07/2024,11/07/2024,11/07/2024,Taller Forma Joven,0,24,6,9,3,6,1.4,3,"Reyes Calvo, Rodrigo",0,13,,1,11,,0,Granada,0,3,8,
3191,02/09/2024,02/09/2024,02/09/2024,Taller cesación tabáquica,6,1,9,17,4,13,3.7,1,"Carrillo Tejada, Gracia",1,,16,1,2,5,2,Municipio Metro,0,4,10,
3192,26/08/2025,26/08/2025,26/08/2025,Taller manejo ansiedad,23,14,3,7,3,4,3.1,2,"Giménez Moya, Lucía",0,13,,1,8,,1,Granada,0,8,3,
3193,15/12/2025,15/12/2025,15/12/2025,Mapeo activos comunitarios,18,26,18,12,4,8,0.8,1,"Marín Cortés, Sandra",0,3,,0,9,,2,Granada,0,7,8,
3194,14/10/2024,14/10/2024,14/10/2024,Charla alcohol,20,6,6,23,8,15,3.6,3,"León Trujillo, Clemente",0,8,,0,6,,2,Granada,1,0,8,
3195,11/09/2024,11/09/2024,11/09/2024,Taller hipertensión,6,7,9,12,5,7,3.1,4,"Jurado Ruiz, Paloma",0,13,,0,2,,2,Granada,0,8,9,
3196,06/06/2024,06/06/2024,06/06/2024,Taller alimentación saludable adultos,8,12,2,6,2,4,1.8,3,"Pascual Domínguez, Esperanza",1,,14,0,2,,2,Municipio Metro,0,3,10,
3197,18/06/2025,18/06/2025,18/06/2025,Escuela Pacientes - EPOC,8,15,10,9,3,6,3.6,3,"Baena Montoya, Amelia",0,3,,0,2,,2,Granada,0,9,11,
3198,07/09/2024,07/09/2024,07/09/2024,Ed. grupal diabetes tipo 2,13,1,5,8,3,5,2.0,4,"Ibáñez Navarro, Marta",0,9,,1,2,,0,Granada,0,9,15,
3199,17/04/2024,17/04/2024,17/04/2024,Sesión IAHS,17,7,19,10,5,5,2.7,3,"Bravo Gómez, Victoria",0,13,,1,6,,2,Granada,0,2,8,
3200,28/01/2024,28/01/2024,28/01/2024,Ed. grupal rehab. respiratoria,23,7,16,10,2,8,2.9,3,"Tejada Duarte, Ascensión",1,,19,1,2,4,1,Municipio Metro,0,8,6,
3201,19/01/2025,19/01/2025,19/01/2025,Ed. grupal diabetes tipo 2,23,4,16,6,2,4,3.4,4,"Bravo Rueda, Araceli",1,,0,1,2,6,0,Municipio Metro,0,0,0,
3202,14/12/2024,14/12/2024,14/12/2024,Charla tabaco,3,24,21,23,10,13,2.8,4,"Pascual Montoya, Ascensión",1,,5,0,6,,0,Municipio Metro,0,3,13,
3203,09/10/2025,09/10/2025,09/10/2025,Sesión formativa interprofesional,24,7,11,3,1,2,3.1,1,"Rubio Calvo, Gracia",1,,17,1,14,,1,Municipio Metro,0,3,11,
3204,08/02/2024,08/02/2024,08/02/2024,Taller salud comunitaria,3,1,4,23,5,18,0.7,2,"Suárez Vargas, Rebeca",1,,9,1,9,,0,Municipio Metro,0,3,13,
3205,27/02/2025,27/02/2025,27/02/2025,Ponencia jornada distrital,23,24,25,8,3,5,1.0,1,"Espinosa Castillo, Aurelio",0,13,,1,10,,0,Granada,1,8,5,
3206,08/06/2025,08/06/2025,08/06/2025,Sesión PIOBIN enfermería,11,3,9,7,3,4,0.6,1,"Contreras Navajas, Antonia",0,0,,1,2,6,1,Granada,1,3,1,
3207,23/07/2025,23/07/2025,23/07/2025,Charla recursos sociales y salud,22,14,14,8,3,5,1.4,4,"Guerrero Quevedo, Claudia",1,,16,1,13,,1,Municipio Metro,0,3,15,
3208,02/01/2024,02/01/2024,02/01/2024,Ed. grupal EPOC/asma,10,15,16,10,3,7,3.6,2,"Blanco Álvarez, Cristina",0,1,,1,2,6,0,Granada,0,2,2,
3209,04/01/2024,04/01/2024,04/01/2024,Taller incontinencia urinaria,6,16,5,11,3,8,0.9,4,"Lara García, Claudia",0,0,,1,2,,1,Granada,0,7,1,
3210,02/04/2025,02/04/2025,02/04/2025,Ponencia salud mental,14,7,16,12,4,8,3.0,1,"Arias Chacón, Rosa",1,,15,1,6,,1,Municipio Metro,0,6,5,
3211,05/05/2024,05/05/2024,05/05/2024,Mesa salud mental comunitaria,3,27,14,17,10,7,2.2,1,"Millán Baena, Raquel",1,,12,1,6,,2,Municipio Metro,0,8,3,
3212,04/12/2024,04/12/2024,04/12/2024,Taller lactancia materna,11,17,5,13,3,10,0.7,3,"Ruiz Navajas, Ascensión",1,,11,0,2,,1,Municipio Metro,0,5,8,
3213,09/10/2025,09/10/2025,09/10/2025,Charla alcohol,4,5,17,26,8,18,1.8,4,"Espejo Méndez, Andrés",1,,18,0,6,,0,Municipio Metro,0,5,4,
3214,10/06/2024,10/06/2024,10/06/2024,Escuela Pacientes - EPOC,13,13,17,10,3,7,3.3,2,"Úbeda Iglesias, Pilar",0,7,,1,2,2,2,Granada,0,4,5,
3215,10/05/2024,10/05/2024,10/05/2024,Sesión AVISTA,22,4,14,11,4,7,3.0,4,"González Reyes, Antonia",1,,17,1,13,,0,Municipio Metro,0,7,7,
3216,16/11/2024,16/11/2024,16/11/2024,Taller cuidadoras personas dependientes,7,17,2,11,4,7,2.5,3,"Cabello Cruz, Eva",1,,2,1,2,6,0,Municipio Metro,0,5,10,
3217,11/04/2024,11/04/2024,11/04/2024,Ed. grupal rehab. respiratoria,9,4,17,6,2,4,2.2,3,"Mora Giménez, Noelia",0,14,,1,2,5,0,Granada,0,4,3,
3218,10/10/2024,10/10/2024,10/10/2024,Charla higiene dental infantil,20,27,22,16,5,11,2.5,2,"Duarte Ríos, Sofía",1,,1,1,7,,0,Municipio Metro,1,5,0,
3219,18/05/2025,18/05/2025,18/05/2025,Ed. grupal EPOC/asma,23,25,3,12,4,8,1.7,3,"Rubio Sánchez, Leire",0,5,,1,2,,0,Granada,0,4,15,
3220,24/02/2025,24/02/2025,24/02/2025,Charla tabaco,19,3,25,29,14,15,1.3,3,"Quintero Guerrero, Antonio",1,,11,0,6,,1,Municipio Metro,0,2,14,
3221,12/12/2024,12/12/2024,12/12/2024,Ed. grupal diabetes tipo 2,11,7,10,17,7,10,3.7,3,"Linares Parra, Yolanda",1,,3,1,2,6,0,Municipio Metro,0,2,3,
3222,01/04/2024,01/04/2024,01/04/2024,Taller cuidadoras personas dependientes,8,16,16,5,1,4,3.8,3,"López Rueda, Pablo",1,,16,1,2,4,0,Municipio Metro,0,6,13,
3223,14/04/2024,14/04/2024,14/04/2024,Taller incontinencia urinaria,8,25,10,11,2,9,3.5,1,"Maldonado Chacón, Ignacio",0,5,,1,2,3,0,Granada,1,3,2,
3224,05/11/2025,05/11/2025,05/11/2025,Charla EPOC y tabaco,14,30,25,23,7,16,1.3,4,"Quevedo Gutiérrez, Bernardo",1,,3,0,6,,0,Municipio Metro,0,7,3,
3225,18/07/2025,18/07/2025,18/07/2025,Taller alimentación infantil,11,15,22,22,5,17,2.3,3,"Fernández León, César",1,,13,0,7,,2,Municipio Metro,0,3,2,
